Mary Alott,name,"Pleas'd",
Mary Alott,name,"Hearty",
Mary Alott,name,"wish",
Mary Alott,name,"Earnest",
Mary Alott,name,"longing",
Mary Alott,name,"addmitted to the Lords Supper",
Mary Alott,name,"Receiv'd from the Great Girls to the Single Sisters Choir",
Mary Alott,name,"without Complaint",
Mary Alott,name,"quiet",
Mary Alott,name,"pretty well",
Mary Alott,name,"Joy",
Mary Alott,name,"openly",
Mary Alott,name,"affraid",
Mary Alott,name,"wish'd",
Mary Alott,name,"Brisk",
Mary Alott,name,"in her Spirits",
Mary Alott,name,"chearful",
Mary Alott,name,"in Heart",
Mary Alott,persName,"Sister Mary",#mlper000702
Mary Alott,name,"Hearty",
Mary Alott,name,"wishes",
Mary Alott,name,"satis- faction",
Mary Alott,name,"Love-Feast",
Mary Alott,name,"rejoic- ed",
Mary Alott,name,"Pleasure",
Mary Alott,name,"Delight",
Mary Alott,persName,"sister Mary",#mlper000702
Mary Alott,name,"Hearty",
Mary Alott,name,"wishes",
Mary Alott,name,"desires",
Mary Alott,name,"of her heart",
Mary Alott,name,"Happiest",
Mary Alott,name,"Troubles",
Mary Alott,name,"Anxieties",
Mary Alott,name,"Chearful",
Mary Alott,name,"Thankful",
Mary Alott,name,"Heart",
Mary Alott,name,"Shame",
Mary Alott,name,"happy",
Mary Alott,persName,"Sister Mary",#mlper000702
Mary Alott,placeName,"Tyre- sell-Hall",#mlpla000098
Mary Alott,name,"Anxiety",
Mary Alott,name,"Concern",
Mary Alott,name,"fearing",
Mary Alott,name,"wept",
Mary Alott,persName,"Sisr  Mary",#mlper000702
Mary Alott,name,"very Lively",
Mary Alott,name,"grace",
Mary Alott,name,"Rejoiced",
Mary Alott,name,"Tender feeling",
Mary Alott,name,"Grace",
Mary Alott,name,"Esteem",
Mary Alott,name,"Satisfaction",
Mary Alott,persName,"Sister Mary",#mlper000702
Mary Alott,name,"concern",
Mary Alott,name,"heavy",
Mary Alott,name,"Wept",
Mary Alott,name,"Bless",
Mary Alott,name,"Joy",
Mary Alott,persName,"Sister Mary",#mlper000702
Mary Alott,name,"Cry- ing",
Mary Alott,name,"wept",
Mary Alott,name,"weep",
Mary Alott,name,"Satisfied",
Mary Alott,name,"Pleases",
Mary Alott,name,"Desire",
Mary Alott,name,"Pleasd",
Mary Alott,name,"glad",
Mary Alott,name,"Violent pain",
Mary Alott,persName,"Sister Mary",#mlper000702
Mary Alott,name,"Excessive Pains",
Mary Alott,name,"Pleasure",
Mary Alott,name,"Serenity",
Mary Alott,name,"glad",
Mary Alott,name,"Pleases",
Mary Alott,name,"desired",
Mary Alott,name,"Joy",
Mary Alott,name,"Tears",
Mary Alott,name,"Pains",
Mary Alott,name,"Griefs",
Mary Alott,name,"Pains",
Mary Alott,name,"Patience",
Mary Alott,name,"Joy",
Mary Alott,name,"Pleas'd",
Mary Alott,name,"glad",
Mary Alott,name,"Happy",
Mary Alott,name,"most shock- ing",
Mary Alott,name,"Excessive Pain",
Mary Alott,persName,"Sis Mary",#mlper000702
Mary Alott,name,"Calm",
Mary Alott,name,"Serenity",
Mary Alott,name,"Peace",
Mary Alott,name,"Grief",
Mary Alott,name,"Pleasure",
Mary Alott,name,"of the Heart",
Mary Alott,name,"so she sweetly went to sleep in the Arms of her Lover about 5 o'clock in the Evening on Christmas Day",
Mary Alott,name,"sweetly",
Mary Alott,name,"Receiv'd in the Congregation",
Mary Alott,name,"She was the first that was admitted to the Sacrament",
Mary Alott,name,"Rests",
Mary Alott,name,"Pain",
Mary Alott,name,"Unaffected",
Mary Alott,name,"Enamour'd",
Mary Alott,name,"Patience",
Mary Alott,name,"Love",
Mary Alott,name,"Confidence",
Mary Alott,name,"Joy",
Mary Alott,name,"Heart has",
Mary Alott,name,"Loved",
Subject,Type,Value,Attribute
Anna Rosina Anderson,persName,"Anna Rosina Anderson",http://moravianlives.bucknell.edu/data/personography.html#mlper000215
Anna Rosina Anderson,name,"born the 9th of Aug 1727 at Berthelsdorf",
Anna Rosina Anderson,placeName,"Berthelsdorf",#mlpla000026
Anna Rosina Anderson,placeName,"Herrnhut",#mlpla000001
Anna Rosina Anderson,persName,"Count Zinzendorf",http://moravianlives.bucknell.edu/data/personography.html#mlper000566
Anna Rosina Anderson,name,"desire",
Anna Rosina Anderson,name,"happy",
Anna Rosina Anderson,name,"happily",
Anna Rosina Anderson,persName,"Count",http://moravianlives.bucknell.edu/data/personography.html#mlper000566
Anna Rosina Anderson,placeName,"Herrnhut",#mlpla000001
Anna Rosina Anderson,placeName,"Berthelsdorf",#mlpla000026
Anna Rosina Anderson,placeName,"Lobenstein",#mlpla000053
Anna Rosina Anderson,name,"very glad",
Anna Rosina Anderson,name,"agreeable",
Anna Rosina Anderson,name,"tears",
Anna Rosina Anderson,name,"graciously",
Anna Rosina Anderson,persName,"Count",#mlper000538
Anna Rosina Anderson,placeName,"Ebbersdorf",#mlpla000036
Anna Rosina Anderson,name,"very unhap py",
Anna Rosina Anderson,name,"sent me to Marienborn to the Orphan house",
Anna Rosina Anderson,placeName,"Marienborn to the Orphan house",#mlpla000269
Anna Rosina Anderson,name,"happy",
Anna Rosina Anderson,name,"earnestly",
Anna Rosina Anderson,name,"happiness",
Anna Rosina Anderson,name,"pros per",
Anna Rosina Anderson,name,"fervent",
Anna Rosina Anderson,name,"happy",
Anna Rosina Anderson,name,"comfort",
Anna Rosina Anderson,name,"forgiveness",
Anna Rosina Anderson,name,"for my own heart",
Anna Rosina Anderson,name,"Being once quite alone in a place I fell down at his feet & implored his mercy & forgiveness for all my sins thro' his precious blood. At that time I felt something, which I cannot express",
Anna Rosina Anderson,name,"mercy",
Anna Rosina Anderson,name,"forgiveness",
Anna Rosina Anderson,name,"comfort",
Anna Rosina Anderson,name,"troub led",
Anna Rosina Anderson,name,"mercy",
Anna Rosina Anderson,name,"melted my heart",
Anna Rosina Anderson,name,"thousand tears",
Anna Rosina Anderson,name,"great bles sing",
Anna Rosina Anderson,name,"devoted my heart",
Anna Rosina Anderson,name,"openhartedly",
Anna Rosina Anderson,name,"I was received into the great girls Choir",
Anna Rosina Anderson,name,"enjoyed",
Anna Rosina Anderson,name,"holy Comn",
Anna Rosina Anderson,name,"unspeakable blessing",
Anna Rosina Anderson,name,"to my heart",
Anna Rosina Anderson,name,"enjoyed",
Anna Rosina Anderson,name,"many blessings",
Anna Rosina Anderson,name,"great love",
Anna Rosina Anderson,name,"mercy",
Anna Rosina Anderson,name,"moved in the same year with this Oec onomy to Herrnhag",
Anna Rosina Anderson,placeName,"Herrnhag",#mlpla000014
Anna Rosina Anderson,name,"mercy",
Anna Rosina Anderson,name,"love",
Anna Rosina Anderson,name,"confidence",
Anna Rosina Anderson,name,"I was accepted an Acoluth with a large company",
Anna Rosina Anderson,name,"mercy",
Anna Rosina Anderson,name,"I was receiv'd into the S. Srs Choir",
Anna Rosina Anderson,name,"blessed for a Deaconess",
Anna Rosina Anderson,placeName,"Beth lehem in America",#mlpla000002
Anna Rosina Anderson,placeName,"London",#mlpla000054
Anna Rosina Anderson,name,"I was bless for my office & set out in June",
Anna Rosina Anderson,name,"Sept the 20th I arrived in Bethlehem after a trouble some voyage",
Anna Rosina Anderson,placeName,"Bethlehem",#mlpla000002
Anna Rosina Anderson,name,"trouble",
Anna Rosina Anderson,name,"trouble",
Anna Rosina Anderson,name,"some",
Anna Rosina Anderson,placeName,"America",#mlpla000070
Anna Rosina Anderson,placeName,"Herrnhaag",#mlpla000014
Anna Rosina Anderson,name,"sorry",
Anna Rosina Anderson,name,"enjoy",
Anna Rosina Anderson,name,"wish'd",
Anna Rosina Anderson,name,"open my heart",
Anna Rosina Anderson,name,"wish'd",
Anna Rosina Anderson,name,"very heavy",
Anna Rosina Anderson,name,"dis- tress",
Anna Rosina Anderson,placeName,"Bethlehem",#mlpla000002
Anna Rosina Anderson,placeName,"Nazareth",#mlpla000020
Anna Rosina Anderson,placeName,"the settlement of the Brethren at the Mahony",#mlpla000079
Anna Rosina Anderson,placeName,"Bethlehem",#mlpla000002
Anna Rosina Anderson,placeName,"Bethle- hem",#mlpla000002
Anna Rosina Anderson,name,"gladly",
Anna Rosina Anderson,name,"allarm",
Anna Rosina Anderson,name,"apprehension",
Anna Rosina Anderson,name,"frustrated",
Anna Rosina Anderson,name,"heavy",
Anna Rosina Anderson,name,"comfort",
Anna Rosina Anderson,name,"peace",
Anna Rosina Anderson,placeName,"Europe",#mlpla000075
Anna Rosina Anderson,name,"much com fort",
Anna Rosina Anderson,placeName,"Europe",#mlpla000075
Anna Rosina Anderson,name,"I left Bethle hem in company with Br & Sr Bochler and some other Brn & Srs in the begin ning of May",
Anna Rosina Anderson,placeName,"Bethle hem",#mlpla000002
Anna Rosina Anderson,name,"We had a very quick passage, arrived in London the 24th of June",
Anna Rosina Anderson,placeName,"London",#mlpla000054
Anna Rosina Anderson,placeName,"Marienborn",#mlpla000001
Anna Rosina Anderson,placeName,"Marienborn",#mlpla000057
Anna Rosina Anderson,name,"After the Synod was closed I went to Herrnhut",
Anna Rosina Anderson,placeName,"Herrnhut",#mlpla000001
Anna Rosina Anderson,placeName,"England",#mlpla000072
Anna Rosina Anderson,name,"I first went to Fulneck",
Anna Rosina Anderson,placeName,"Fulneck",#mlpla000003
Anna Rosina Anderson,name,"then got a Call to Bedford",
Anna Rosina Anderson,placeName,"Bedford",#mlpla000025
Anna Rosina Anderson,name,"I return'd again to Fulneck",
Anna Rosina Anderson,placeName,"Fulneck",#mlpla000003
Anna Rosina Anderson,name,"pas- sion",
Anna Rosina Anderson,name,"vale of tears",
Anna Rosina Anderson,name,"grace",
Anna Rosina Anderson,name,"confidence",
Anna Rosina Anderson,name,"shame",
Anna Rosina Anderson,name,"Sinner-tears",
Anna Rosina Anderson,name,"mercy",
Anna Rosina Anderson,name,"grace",
Anna Rosina Anderson,name,"blessed",
Anna Rosina Anderson,name,"comforting",
Anna Rosina Anderson,name,"hap",
Anna Rosina Anderson,name,"content",
Anna Rosina Anderson,name,"humble thanks",
Anna Rosina Anderson,name,"prai- ses",
Anna Rosina Anderson,name,"mercys",
Anna Rosina Anderson,name,"blessing",
Anna Rosina Anderson,name,"thankfulness",
Anna Rosina Anderson,name,"heartily",
Anna Rosina Anderson,name,"wish",
Anna Rosina Anderson,placeName,"Fulneck",mlpla000003
Anna Rosina Anderson,placeName,"Yorkshire",mlpla000084
Anna Rosina Anderson,name,"very hopeful",
Anna Rosina Anderson,name,"much love",
Anna Rosina Anderson,name,"affection",
Anna Rosina Anderson,name,"utmost alacrity",
Anna Rosina Anderson,name,"concern",
Anna Rosina Anderson,name,"pains",
Anna Rosina Anderson,name,"love",
Anna Rosina Anderson,name,"bemoaned",
Anna Rosina Anderson,name,"satisfaction",
Anna Rosina Anderson,placeName,"Fulneck",mlpla000003
Anna Rosina Anderson,name,"pleasure",
Anna Rosina Anderson,name,"blessed",
Anna Rosina Anderson,name,"solemnity",
Anna Rosina Anderson,placeName,"Fulneck",#mlpla000003
Anna Rosina Anderson,name,"woe",
Anna Rosina Anderson,placeName,"Gummersall",#mlpla000041
Anna Rosina Anderson,placeName,"Mirfield",#mlpla000059
Anna Rosina Anderson,placeName,"Littlemore",#mlpla000052
Anna Rosina Anderson,name,"great concern",
Anna Rosina Anderson,name,"wished",
Anna Rosina Anderson,name,"delight",
Anna Rosina Anderson,name,"concern",
Anna Rosina Anderson,name,"wished",
Anna Rosina Anderson,name,"grace",
Anna Rosina Anderson,name,"enjoy",
Anna Rosina Anderson,name,"blessings",
Anna Rosina Anderson,name,"regretted exceedingly",
Anna Rosina Anderson,name,"wished",
Anna Rosina Anderson,name,"wish",
Anna Rosina Anderson,name,"blessing",
Anna Rosina Anderson,name,"feeling of the peace",
Anna Rosina Anderson,persName,"God",http://www.wikidata.org/entity/Q190
Anna Rosina Anderson,name,"happy",
Anna Rosina Anderson,name,"de- lighted",
Anna Rosina Anderson,name,"bless",
Anna Rosina Anderson,name,"very restless",
Anna Rosina Anderson,name,"happy",
Anna Rosina Anderson,name,"beloved",
Subject,Type,Value,Attribute
John Astley,placeName,"Mirfield",#mlpla000059
John Astley,persName,"Jno Astley",#mlper000547
John Astley,name,"Doubt",
John Astley,persName,"John Astley",#mlper000547
John Astley,name,"He was Born in Lower Wyke",
John Astley,placeName,"Lower Wyke",#mlpla000435
John Astley,name,"Married",
John Astley,persName,"Br Delamott",#mlper000640
John Astley,placeName,"Yorkshire",#mlpla000084
John Astley,persName,"Mr Ingham",#mlper000536
John Astley,name,"Hearty",
John Astley,name,"concern",
John Astley,placeName,"Yorkshire",#mlpla000084
John Astley,name,"Happily",
John Astley,name,"unmeasurable love",
John Astley,name,"Grace",
John Astley,name,"Confident",
John Astley,name,"love",
John Astley,name,"Hearty",
John Astley,name,"desire",
John Astley,name,"Holy Communion",
John Astley,name,"communion",
John Astley,name,"Grace",
John Astley,name,"Married",
John Astley,placeName,"Fulnek",#mlpla000003
John Astley,placeName,"Dukenfield",#mlpla000035
John Astley,placeName,"Hartshed",#mlpla000099
John Astley,placeName,"Mirfield",#mlpla000059
John Astley,name,"Dear",
John Astley,name,"Grace",
John Astley,name,"Grief",
John Astley,name,"deploreable",
John Astley,name,"adoreable",
John Astley,name,"concerns",
John Astley,name,"composed",
John Astley,name,"Chearful",
John Astley,name,"happily",
John Astley,name,"Easter day",
John Astley,name,"heartily",
John Astley,name,"Blessing",
John Astley,name,"most blessed feeling",
John Astley,name,"Heart quite",
John Astley,name,"Satisfy'd",
John Astley,name,"Easter Tuesday",
John Astley,name,"tenderly",
John Astley,name,"happy",
John Astley,name,"he fell Softly and Happily asleep in his 58th year",
John Astley,name,"Happily",
Subject,Type,Value,Attribute
Mary Athill,persName,"Mary Athill",#mlper000580
Mary Athill,name,"died July / 46",
Mary Athill,name,"Born with twin Sr. Sarah in Antigua 18 July 9 / 14",
Mary Athill,persName,"Sr. Sarah",#mlper000385
Mary Athill,placeName,"Antigua",#mlpla000215
Mary Athill,name,"came to Britn in 1821 first to Edinbro'",
Mary Athill,placeName,"Edinbro'",#mlpla000384
Mary Athill,name,"then to Fuln. Sch with elder Sr. Esther",
Mary Athill,placeName,"Fuln",#mlpla000003
Mary Athill,name,"remained here till Octr. / 28",
Mary Athill,name,"went first to London",
Mary Athill,placeName,"London",#mlpla000054
Mary Athill,name,"confirmd in ch of Engldf",
Mary Athill,name,"in 1829 went back to Antigua",
Mary Athill,placeName,"Antigua",#mlpla000215
Mary Athill,name,"where remd till / 36",
Mary Athill,name,"came to live in Srs house here in / 41",
Mary Athill,placeName,"Srs house",#mlpla000271
Mary Athill,name,"Admitted comt members in summer / 43",
Mary Athill,name,"In May June last month she went to Burlington",
Mary Athill,placeName,"Burlington",#mlpla000399
Mary Athill,name,"she fell asleep in Jesus, aged 32 years",
Subject,Type,Value,Attribute
Beterous Atkinson,persName,"Beterous Atkinson",#mlper000570
Beterous Atkinson,name,"born",
Beterous Atkinson,placeName,"Wike in Birstal Parish",#mlpla000102
Beterous Atkinson,name,"baptised in the Church of England",
Beterous Atkinson,name,"Confusion",
Beterous Atkinson,name,"Coldness",
Beterous Atkinson,name,"Shyness",
Beterous Atkinson,name,"Prosperity",
Beterous Atkinson,name,"she was married on Sept. 21. 1766",
Beterous Atkinson,name,"uneasiness of Heart",
Beterous Atkinson,name,"this was the Period of her Life, in which she was actually awakened, and saw and felt that she had never known our dear Savr, as a Sinner.",
Beterous Atkinson,name,"Dec. 1769 she was readmitted into the Society",
Beterous Atkinson,name,"she was recieved into the Congn April 15th. 1770",
Beterous Atkinson,name,"very chearful",
Beterous Atkinson,name,"Pains",
Beterous Atkinson,name,"great Hopes",
Beterous Atkinson,name,"disappointed",
Beterous Atkinson,name,"Fear",
Beterous Atkinson,name,"very heavy",
Beterous Atkinson,name,"graciously",
Beterous Atkinson,name,"pleased",
Beterous Atkinson,name,"Hearts Desire",
Beterous Atkinson,name,"longing",
Beterous Atkinson,name,"Pleasure",
Beterous Atkinson,name,"great desire",
Beterous Atkinson,name,"enjoy",
Beterous Atkinson,name,"h. Sacrament while here, which she also obtained June 24th",
Beterous Atkinson,name,"inexpressibly Happy",
Beterous Atkinson,name,"in her Heart",
Beterous Atkinson,name,"Grace",
Beterous Atkinson,name,"longing",
Beterous Atkinson,name,"15th of July when a few Moments before her Soul took flight",
Subject,Type,Value,Attribute
Joshua Barker,persName,"Joshua Barker",#mlper000555
Joshua Barker,name,"was born in the Year 1696, on the 22nd of December at Hopton in the Parish of Mirfield",
Joshua Barker,placeName,"Hopton in the Parish of Mirfield",#mlpla000339
Joshua Barker,name,"he was married to his present Widow",
Joshua Barker,name,"happily",
Joshua Barker,name,"Sacrament",
Joshua Barker,name,"Love",
Joshua Barker,name,"in his heart",
Joshua Barker,persName,"Mr Ingham",#mlper000536
Joshua Barker,name,"great attachment",
Joshua Barker,name,"Desire",
Joshua Barker,name,"Grace",
Joshua Barker,name,"receiv'd on the 22d of April 1752 into the Congn",
Joshua Barker,name,"holy Sacrament",
Joshua Barker,name,"trou- bled",
Joshua Barker,name,"belov'd",
Joshua Barker,name,"Blessing",
Joshua Barker,name,"for his own heart",
Joshua Barker,name,"pain- full",
Joshua Barker,placeName,"Huddersfield",#mlpla000043
Joshua Barker,name,"very chearfull",
Joshua Barker,name,"Pain",
Joshua Barker,name,"Sorrows",
Joshua Barker,name,"longed",
Joshua Barker,name,"bear him on their hearts",
Joshua Barker,name,"rejoic'd",
Joshua Barker,name,"in his heart",
Joshua Barker,name,"great Long- ing",
Joshua Barker,name,"thoughtfull",
Joshua Barker,name,"comforted",
Joshua Barker,name,"Sacrament",
Joshua Barker,name,"great Longing",
Joshua Barker,name,"pain",
Joshua Barker,name,"Passion",
Joshua Barker,name,"heart rely'd upon",
Joshua Barker,name,"Desire",
Joshua Barker,name,"grieved",
Joshua Barker,name,"hope",
Joshua Barker,name,"comforted",
Joshua Barker,name,"desire",
Joshua Barker,name,"holy Sacrament",
Joshua Barker,name,"Sacramt",
Joshua Barker,name,"enjoy",
Joshua Barker,name,"Agony",
Joshua Barker,name,"tormented",
Joshua Barker,name,"praising",
Joshua Barker,name,"inexpressible tender",
Joshua Barker,name,"melting feeling",
Joshua Barker,name,"holy Sacramt",
Joshua Barker,name,"chearfull",
Joshua Barker,name,"happy",
Joshua Barker,name,"highly blessed",
Joshua Barker,name,"very painfull",
Joshua Barker,name,"Longing",
Joshua Barker,name,"Desire",
Joshua Barker,name,"quiet",
Joshua Barker,name,"sweetly",
Joshua Barker,name,"Joy",
Subject,Type,Value,Attribute
John Thompson Beck,persName,"John Thompson Beck",#mlper000582
John Thompson Beck,name,"On Sunday August 13th he was he was asur- ably to his earnest desire, acknowledged a member of our Church",
John Thompson Beck,name,"in the evening the H. Communion was administered to him and his parents, in the presence of the other mem- bers of the family and a few friends",
Subject,Type,Value,Attribute
Christian Bell,persName,"Christian Bell",http://moravianlives.bucknell.edu/data/personography.html#mlper000564
Christian Bell,name,"born in London Decr 7th  1742",
Christian Bell,placeName,"London",#mlpla000054
Christian Bell,name,"beloved",
Christian Bell,persName,"Charlesworth",http://moravianlives.bucknell.edu/data/personography.html#mlper000544
Christian Bell,name,"Satisfaction",
Christian Bell,persName,"Charlesworth",http://moravianlives.bucknell.edu/data/personography.html#mlper000544
Christian Bell,name,"Grace in his Heart",
Christian Bell,name,"Hopes",
Christian Bell,name,"happy",
Christian Bell,name,"very openhearted",
Christian Bell,name,"Concern",
Christian Bell,name,"received into the Congn",
Christian Bell,name,"he was rec'd into the Single Brns Choir",
Christian Bell,name,"holy Com- munion",
Christian Bell,name,"wished for",
Christian Bell,name,"after he went to London",
Christian Bell,placeName,"London",#mlpla000054
Christian Bell,name,"love",
Christian Bell,name,"Hurt",
Christian Bell,placeName,"London",#mlpla000054
Christian Bell,name,"Temptations",
Christian Bell,name,"divided Heart",
Christian Bell,name,"heavy",
Christian Bell,name,"truly unhappy",
Christian Bell,name,"compassion",
Christian Bell,name,"much concern'd",
Christian Bell,name,"unhappy State of Heart",
Christian Bell,name,"wished",
Christian Bell,name,"do it by giving him a sickly Habit of Body, or taking him to himself rather than suffer him to go into the World",
Christian Bell,name,"he was going to Leeds",
Christian Bell,placeName,"Leeds",#mlpla000050
Christian Bell,name,"uneasiness",
Christian Bell,name,"tender",
Christian Bell,name,"beloved",
Christian Bell,name,"great concern",
Christian Bell,name,"Confidence",
Christian Bell,name,"Lamented",
Christian Bell,name,"true Grace",
Christian Bell,name,"Distress",
Christian Bell,name,"wept",
Christian Bell,name,"Comfort",
Christian Bell,name,"Fear",
Christian Bell,name,"he longed to go to our Savr.",
Christian Bell,name,"longed",
Christian Bell,name,"heartiest & very agreeable Manner",
Christian Bell,name,"very openhearted",
Christian Bell,name,"forgiveness",
Christian Bell,name,"longing",
Christian Bell,name,"happy",
Christian Bell,name,"blessed",
Christian Bell,name,"When in the Armes of Jesus etc. accompanied with a sweet feeling of Grace in the 30 Year of his Age",
Christian Bell,name,"sweet feeling",
Christian Bell,name,"Grace",
Subject,Type,Value,Attribute
Samuel Benade,name,"doubtless",
Samuel Benade,name,"comfort",
Samuel Benade,persName,"Samuel Traugott Benade",#mlper000557
Samuel Benade,name,"faith",
Samuel Benade,name,"faith- ful",
Samuel Benade,name,"comfort",
Samuel Benade,name,"born",
Samuel Benade,placeName,"Milkel in Upper Lusatia",#mlpla000248
Samuel Benade,placeName,"Bautzen",#mlpla000249
Samuel Benade,persName,"Christiana",#mlper000720
Samuel Benade,name,"earnestly",
Samuel Benade,name,"concerned",
Samuel Benade,name,"fear",
Samuel Benade,placeName,"Kleinwelke",#mlpla000152
Samuel Benade,placeName,"Uhyst",#mlpla000250
Samuel Benade,placeName,"Uhyst",#mlpla000250
Samuel Benade,name,"excited",
Samuel Benade,name,"complacency",
Samuel Benade,placeName,"Uhyst",#mlpla000250
Samuel Benade,placeName,"Niesky",#mlpla000251
Samuel Benade,name,"faithful",
Samuel Benade,name,"devote",
Samuel Benade,name,"blessed",
Samuel Benade,placeName,"Hennersdorf",#mlpla000252
Samuel Benade,persName,"Count Zinzen- dorf",#mlper000566
Samuel Benade,name,"much blessed",
Samuel Benade,name,"to my heart",
Samuel Benade,name,"deeply affected",
Samuel Benade,placeName,"Hennersdorf",#mlpla000252
Samuel Benade,placeName,"Niesky",#mlpla000251
Samuel Benade,name,"faithful",
Samuel Benade,name,"faith",
Samuel Benade,name,"faith",
Samuel Benade,name,"In 1759 I was received into the Congn",
Samuel Benade,name,"in 1761 admitted to the H. Comn.",
Samuel Benade,name,"blessed",
Samuel Benade,name,"faith",
Samuel Benade,name,"confidence",
Samuel Benade,name,"In 1764 I came with 6 others to Barby",
Samuel Benade,placeName,"Barby",#mlpla000022
Samuel Benade,name,"blessed",
Samuel Benade,name,"blessing",
Samuel Benade,placeName,"Niesky",#mlpla000251
Samuel Benade,name,"dearly",
Samuel Benade,name,"easy",
Samuel Benade,name,"agreeable",
Samuel Benade,name,"truly delightful",
Samuel Benade,name,"distress",
Samuel Benade,name,"faith",
Samuel Benade,name,"desire",
Samuel Benade,name,"exceedingly distresed",
Samuel Benade,name,"consolations",
Samuel Benade,name,"consolation",
Samuel Benade,name,"broken",
Samuel Benade,name,"contrite heart",
Samuel Benade,name,"blessed",
Samuel Benade,name,"faith",
Samuel Benade,name,"In the year 1772, having been accepted an Acoluth in the UEC",
Samuel Benade,placeName,"Fulneck in Yorkshire",#mlpla000003
Samuel Benade,placeName,"England",#mlpla000072
Samuel Benade,placeName,"Fulneck",#mlpla000003
Samuel Benade,persName,"Br. Traneker",#mlper000694
Samuel Benade,persName,"Fulneck",#mlpla000003
Samuel Benade,placeName,"England",#mlpla000072
Samuel Benade,placeName,"Fulneck",#mlpla000003
Samuel Benade,name,"blessed",
Samuel Benade,placeName,"Fulneck",#mlpla000003
Samuel Benade,name,"faith",
Samuel Benade,name,"despair",
Samuel Benade,name,"most bless- edly",
Samuel Benade,name,"blessing",
Samuel Benade,name,"to my own heart",
Samuel Benade,name,"afflictions",
Samuel Benade,placeName,"Scarboro",#mlpla000255
Samuel Benade,name,"comfort",
Samuel Benade,name,"heart had been as cold as ice",
Samuel Benade,name,"blessed",
Samuel Benade,name,"tender feeling",
Samuel Benade,name,"cold",
Samuel Benade,name,"comfort",
