Subject,Type,Value,Attribute
Anna Rosina Anderson,name,"openhartedly",
Anna Rosina Anderson,name,"I was received into the great girls Choir",
Anna Rosina Anderson,name,"enjoyed",
Anna Rosina Anderson,name,"holy Comn",
Anna Rosina Anderson,name,"unspeakable blessing",
Anna Rosina Anderson,name,"to my heart",
Anna Rosina Anderson,name,"enjoyed",
Anna Rosina Anderson,name,"many blessings",
Anna Rosina Anderson,name,"great love",
Anna Rosina Anderson,name,"mercy",
Anna Rosina Anderson,name,"moved in the same year with this Oec onomy to Herrnhag",
Anna Rosina Anderson,placeName,"Herrnhag",#mlpla000014
Anna Rosina Anderson,name,"mercy",
Anna Rosina Anderson,name,"love",
Anna Rosina Anderson,name,"confidence",
Anna Rosina Anderson,name,"I was accepted an Acoluth with a large company",
Anna Rosina Anderson,name,"mercy",
Anna Rosina Anderson,name,"I was receiv'd into the S. Srs Choir",
Anna Rosina Anderson,name,"blessed for a Deaconess",
Anna Rosina Anderson,placeName,"Beth lehem in America",#mlpla000002
Anna Rosina Anderson,placeName,"London",#mlpla000054
Anna Rosina Anderson,name,"I was bless for my office & set out in June",
Anna Rosina Anderson,name,"Sept the 20th I arrived in Bethlehem after a trouble some voyage",
Anna Rosina Anderson,placeName,"Bethlehem",#mlpla000002
Anna Rosina Anderson,name,"trouble",
Anna Rosina Anderson,name,"trouble",
Anna Rosina Anderson,name,"some",
Anna Rosina Anderson,placeName,"America",#mlpla000070
Anna Rosina Anderson,placeName,"Herrnhaag",#mlpla000014
Anna Rosina Anderson,name,"sorry",
Anna Rosina Anderson,name,"enjoy",
Anna Rosina Anderson,name,"wish'd",
Anna Rosina Anderson,name,"open my heart",
Anna Rosina Anderson,name,"wish'd",
Anna Rosina Anderson,name,"very heavy",
Anna Rosina Anderson,name,"dis- tress",
Anna Rosina Anderson,placeName,"Bethlehem",#mlpla000002
Anna Rosina Anderson,placeName,"Nazareth",#mlpla000020
Anna Rosina Anderson,placeName,"the settlement of the Brethren at the Mahony",#mlpla000079
Anna Rosina Anderson,placeName,"Bethlehem",#mlpla000002
Anna Rosina Anderson,placeName,"Bethle- hem",#mlpla000002
Anna Rosina Anderson,name,"gladly",
Anna Rosina Anderson,name,"allarm",
Anna Rosina Anderson,name,"apprehension",
Anna Rosina Anderson,name,"frustrated",
Anna Rosina Anderson,name,"heavy",
Anna Rosina Anderson,name,"comfort",
Anna Rosina Anderson,name,"peace",
Anna Rosina Anderson,placeName,"Europe",#mlpla000075
Anna Rosina Anderson,name,"much com fort",
Anna Rosina Anderson,placeName,"Europe",#mlpla000075
Anna Rosina Anderson,name,"I left Bethle hem in company with Br & Sr Bochler and some other Brn & Srs in the begin ning of May",
Anna Rosina Anderson,placeName,"Bethle hem",#mlpla000002
Anna Rosina Anderson,name,"We had a very quick passage, arrived in London the 24th of June",
Anna Rosina Anderson,placeName,"London",#mlpla000054
Anna Rosina Anderson,placeName,"Marienborn",#mlpla000001
Anna Rosina Anderson,placeName,"Marienborn",#mlpla000057
Anna Rosina Anderson,name,"After the Synod was closed I went to Herrnhut",
Anna Rosina Anderson,placeName,"Herrnhut",#mlpla000001
Anna Rosina Anderson,placeName,"England",#mlpla000072
Anna Rosina Anderson,name,"I first went to Fulneck",
Anna Rosina Anderson,placeName,"Fulneck",#mlpla000003
Anna Rosina Anderson,name,"then got a Call to Bedford",
Anna Rosina Anderson,placeName,"Bedford",#mlpla000025
Anna Rosina Anderson,name,"I return'd again to Fulneck",
Anna Rosina Anderson,placeName,"Fulneck",#mlpla000003
Anna Rosina Anderson,name,"pas- sion",
Anna Rosina Anderson,name,"vale of tears",
Anna Rosina Anderson,name,"grace",
Anna Rosina Anderson,name,"confidence",
Anna Rosina Anderson,name,"shame",
Anna Rosina Anderson,name,"Sinner-tears",
Anna Rosina Anderson,name,"mercy",
Anna Rosina Anderson,name,"grace",
Anna Rosina Anderson,name,"blessed",
Anna Rosina Anderson,name,"comforting",
Anna Rosina Anderson,name,"hap",
Anna Rosina Anderson,name,"content",
Anna Rosina Anderson,name,"humble thanks",
Anna Rosina Anderson,name,"prai- ses",
Anna Rosina Anderson,name,"mercys",
Anna Rosina Anderson,name,"blessing",
Anna Rosina Anderson,name,"thankfulness",
Anna Rosina Anderson,name,"heartily",
Anna Rosina Anderson,name,"wish",
Anna Rosina Anderson,placeName,"Fulneck",mlpla000003
Anna Rosina Anderson,placeName,"Yorkshire",mlpla000084
Anna Rosina Anderson,name,"very hopeful",
Anna Rosina Anderson,name,"much love",
Anna Rosina Anderson,name,"affection",
Anna Rosina Anderson,name,"utmost alacrity",
Anna Rosina Anderson,name,"concern",
Anna Rosina Anderson,name,"pains",
Anna Rosina Anderson,name,"love",
Anna Rosina Anderson,name,"bemoaned",
Anna Rosina Anderson,name,"satisfaction",
Anna Rosina Anderson,placeName,"Fulneck",mlpla000003
Anna Rosina Anderson,name,"pleasure",
Anna Rosina Anderson,name,"blessed",
Anna Rosina Anderson,name,"solemnity",
Anna Rosina Anderson,placeName,"Fulneck",#mlpla000003
Anna Rosina Anderson,name,"woe",
Anna Rosina Anderson,placeName,"Gummersall",#mlpla000041
Anna Rosina Anderson,placeName,"Mirfield",#mlpla000059
Anna Rosina Anderson,placeName,"Littlemore",#mlpla000052
Anna Rosina Anderson,name,"great concern",
Anna Rosina Anderson,name,"wished",
Anna Rosina Anderson,name,"delight",
Anna Rosina Anderson,name,"concern",
Anna Rosina Anderson,name,"wished",
Anna Rosina Anderson,name,"grace",
Anna Rosina Anderson,name,"enjoy",
Anna Rosina Anderson,name,"blessings",
Anna Rosina Anderson,name,"regretted exceedingly",
Anna Rosina Anderson,name,"wished",
Anna Rosina Anderson,name,"wish",
Anna Rosina Anderson,name,"blessing",
Anna Rosina Anderson,name,"feeling of the peace",
Anna Rosina Anderson,persName,"God",http://www.wikidata.org/entity/Q190
Anna Rosina Anderson,name,"happy",
Anna Rosina Anderson,name,"de- lighted",
Anna Rosina Anderson,name,"bless",
Anna Rosina Anderson,name,"very restless",
Anna Rosina Anderson,name,"happy",
Anna Rosina Anderson,name,"beloved",
