Subject,Type,Value,Attribute
John Darnbrook,name,"bout 2 months after our Ship's company was seized by turns with a violent Feaver. I also fell sick & it brought me very near my Dissolution. While we were so sick, we hung altogether by ourselves, It was one of the most shocking Times, I have had in all any Life, most of them died cursing & swearing, they all at one Time died, that were sick & left me alone. I prayed heartily to our Savr, that if He would spare me & bring me home again, I would be his & live for him, But when I got better, I soon forgot all his goodness & went on a wicked Course with the Rest of the Sailors, & I some times swore. But amidst all, I had many Con- victions, & I often could not sleep, but wept in my Hammock on account of the Course I had entered into. When we came to a Port there was generally nothing seen but Wickedness. I remember very well some times, that I was grieved in myself, has I could not be so bold in Wickedness, as the Rest of my company, & when I thought, that I would be so wicked as they, I generally had such Convictions, that I could not do like them. We had a good Voyage but with Regard to Externals we had it hard some times, & were about 6 Months without Bread, living on Rice.",
John Darnbrook,name,"shocking",
John Darnbrook,name,"heartily",
John Darnbrook,name,"wept",
John Darnbrook,name,"grieved",
John Darnbrook,placeName,"East Indies",#mlpla000185
John Darnbrook,name,"But after 2 years & 3 months we arrived at Spithead",
John Darnbrook,placeName,"Spithead",#mlpla000186
John Darnbrook,placeName,"Cheapside",#mlpla000357
John Darnbrook,name,"very agreeably",
John Darnbrook,name,"great confidence",
John Darnbrook,name,"very unsettled",
John Darnbrook,name,"desire",
John Darnbrook,name,"afraid",
John Darnbrook,name,"Apprehension",
John Darnbrook,name,"desired",
John Darnbrook,name,"good Wishes",
John Darnbrook,placeName,"East Indies",#mlpla000185
John Darnbrook,placeName,"India House",#mlpla000184
John Darnbrook,name,"desired",
John Darnbrook,name,"very friendly",
John Darnbrook,name,"gentle",
John Darnbrook,placeName,"East Indies",#mlpla000185
John Darnbrook,placeName,"India",#mlpla000187
John Darnbrook,name,"I had a very prosperous voyage from England to Madras in 4 Months",
John Darnbrook,placeName,"England",#mlpla000072
John Darnbrook,placeName,"Madras",#mlpla000358
John Darnbrook,placeName,"China",#mlpla000189
John Darnbrook,name,"After 18 months we arrived again at Plymouth",
John Darnbrook,placeName,"Plymouth",#mlpla000190
John Darnbrook,placeName,"London",#mlpla000054
John Darnbrook,name,"I paid a Visit to Yorkshire",
John Darnbrook,placeName,"Yorkshire",#mlpla000084
John Darnbrook,name,"I went on Sunday to Fulneck",
John Darnbrook,placeName,"Fulneck",#mlpla000003
John Darnbrook,name,"so laid hold of",
John Darnbrook,name,"gladly",
John Darnbrook,name,"In about 5 Weeks I returned to London",
John Darnbrook,placeName,"London",#mlpla000054
John Darnbrook,name,"Objections",
John Darnbrook,name,"suffered",
John Darnbrook,name,"hearty",
John Darnbrook,name,"friendly",
John Darnbrook,name,"pity",
John Darnbrook,name,"very agreeably",
John Darnbrook,placeName,"Fulneck",#mlpla000003
John Darnbrook,name,"very heavy",
John Darnbrook,name,"Pleasure",
John Darnbrook,name,"Ease",
John Darnbrook,name,"so terrified",
John Darnbrook,name,"Frights",
John Darnbrook,name,"Distress",
John Darnbrook,placeName,"Fetterlane Chappel",#mlpla000004
John Darnbrook,name,"great Hopes",
John Darnbrook,name,"Hope",
John Darnbrook,name,"Mercy",
John Darnbrook,name,"Love",
John Darnbrook,name,"I saw Jesus in his crucified form quite clear, who had redeemed me from all my Sins.",
John Darnbrook,name,"dear",
John Darnbrook,name,"loved",
John Darnbrook,name,"gladly",
John Darnbrook,name,"enjoyed",
John Darnbrook,name,"Enjoyment",
John Darnbrook,name,"Grace",
John Darnbrook,name,"longing",
John Darnbrook,name,"desire",
John Darnbrook,placeName,"Fetterlane",mlpla000004
John Darnbrook,placeName,"Bishopsgate Street",#mlpla000192
John Darnbrook,name,"desired",
John Darnbrook,placeName,"Fulneck",mlpla000003
John Darnbrook,name,"objection",
John Darnbrook,name,"so melted",
John Darnbrook,name,"wept",
John Darnbrook,name,"very thank- full",
John Darnbrook,name,"kind",
John Darnbrook,name,"Reception into the Congn",
John Darnbrook,name,"Blessing",
John Darnbrook,name,"very happy",
John Darnbrook,name,"Grace",
John Darnbrook,name,"I had many near Visits of our Savr, which made my Time very pleasant.",
John Darnbrook,name,"very pleasant",
John Darnbrook,name,"Provincial Synod",
John Darnbrook,placeName,"Fulneck",#mlpla000003
John Darnbrook,placeName,"Fulneck",#mlpla000003
John Darnbrook,name,"set out from London Febr the 17th 1764 & arrived at Fulneck the 22nd of the same month",
John Darnbrook,placeName,"London",#mlpla000054
John Darnbrook,name,"great Joy",
John Darnbrook,placeName,"Fulneck",mlpla000003
John Darnbrook,name,"wished",
John Darnbrook,name,"uneasy",
John Darnbrook,name,"holy Sacrament",
John Darnbrook,name,"real Grace",
John Darnbrook,name,"holy Sacrament",
John Darnbrook,name,"enjoyed",
John Darnbrook,name,"great Grace",
John Darnbrook,name,"holy Sa- crament",
John Darnbrook,name,"Sufterings",
John Darnbrook,name,"en- joyed",
John Darnbrook,name,"Blessing",
John Darnbrook,name,"very blessed",
John Darnbrook,name,"enjoyed",
John Darnbrook,name,"Cup of Covenant",
John Darnbrook,placeName,"East Indies",mlpla000185
John Darnbrook,name,"little Hopes",
John Darnbrook,name,"very weighty",
John Darnbrook,name,"pleased",
John Darnbrook,name,"was quite set upon going home",
John Darnbrook,name,"dr.",
John Darnbrook,name,"Mercy",
John Darnbrook,name,"so indifferent",
John Darnbrook,name,"greatest Pain",
John Darnbrook,name,"wept very much",
John Darnbrook,name,"comforted",
John Darnbrook,name,"cheared",
John Darnbrook,name,"complained",
John Darnbrook,name,"Blessings",
John Darnbrook,name,"sweet feeling",
John Darnbrook,name,"soon after his Soul departed",
