Subject,Type,Value,Attribute
Samuel Benade,name,"highly distressing",
Samuel Benade,placeName,"Fulneck",#mlpla000003
Samuel Benade,placeName,"Fulneck",#mlpla000003
Samuel Benade,placeName,"York- shire",#mlpla000084
Samuel Benade,placeName,"Ire- land",#mlpla000114
Samuel Benade,persName,"Br. Hartley",#mlper000713
Samuel Benade,persName,"Ireland",#mlpla000114
Samuel Benade,name,"arrived on the 14th of that month",
Samuel Benade,placeName,"arrived",#mlpla000114
Samuel Benade,name,"faith",
Samuel Benade,name,"feel irksome",
Samuel Benade,name,"eternal bliss",
Samuel Benade,name,"confidence",
Samuel Benade,name,"enjoyed",
Samuel Benade,name,"enjoyed",
Samuel Benade,name,"blessings",
Samuel Benade,name,"delight",
Samuel Benade,name,"consolation",
Samuel Benade,name,"blessed",
Samuel Benade,name,"afflictions",
Samuel Benade,name,"excited",
Samuel Benade,name,"blessed",
Samuel Benade,name,"delightful",
Samuel Benade,name,"agreeably",
Samuel Benade,name,"faithful",
Samuel Benade,name,"contrite spirit",
Samuel Benade,name,"blessed",
Samuel Benade,name,"envy",
Samuel Benade,name,"content",
Samuel Benade,name,"contrtion",
Samuel Benade,name,"blissful",
Samuel Benade,placeName,"Jerusalem",#mlpla000044
Samuel Benade,name,"faith",
Samuel Benade,persName,"S.T. Benade",#mlper000557
Samuel Benade,placeName,"London",#mlpla000054
Samuel Benade,persName,"Br Wm Okely",#mlper000703
Samuel Benade,placeName,"Mirfield",#mlpla000059
Samuel Benade,name,"desire",
Samuel Benade,name,"Bless",
Samuel Benade,name,"bless",
Samuel Benade,name,"adore",
Samuel Benade,name,"forlorn",
Samuel Benade,name,"ardor",
Samuel Benade,name,"fervor",
Samuel Benade,name,"confusion",
Samuel Benade,name,"cold- ness of heart",
Samuel Benade,name,"comforting",
Samuel Benade,name,"faith",
Samuel Benade,name,"confidence",
Samuel Benade,name,"fervency",
Samuel Benade,name,"I administer the holy Sacraments",
Samuel Benade,name,"faith",
Samuel Benade,name,"confidence",
Samuel Benade,name,"doubt",
Samuel Benade,name,"to take home to himself my beloved partner and faithful helpmate, with whom I had lived in the married state 25 years",
Samuel Benade,name,"faithful",
Samuel Benade,name,"faith full",
Samuel Benade,name,"agreeable",
Samuel Benade,name,"faithful",
Samuel Benade,name,"desire",
Samuel Benade,name,"Syned held this year at Herrnhut",
Samuel Benade,placeName,"Herrnhut",#mlpla000001
Samuel Benade,name,"enjoy",
Samuel Benade,name,"disap- pointed",
Samuel Benade,name,"faithful",
Samuel Benade,name,"fear",
Samuel Benade,name,"more easy",
Samuel Benade,name,"disappointed",
Samuel Benade,name,"afflictions",
Samuel Benade,name,"faithfulness",
Samuel Benade,name,"great concern",
Samuel Benade,name,"earnest",
Samuel Benade,name,"forgiving",
Samuel Benade,name,"unspeakable bliss",
Samuel Benade,name,"bitter",
Samuel Benade,name,"excitements",
Samuel Benade,name,"faithful",
Samuel Benade,placeName,"Israel",#mlpla000075
Samuel Benade,name,"dear",
Samuel Benade,name,"Esteems",
Samuel Benade,name,"afflictions",
Samuel Benade,name,"faithful",
Samuel Benade,name,"affliction",
Samuel Benade,name,"distresses",
Samuel Benade,name,"afflictions",
Samuel Benade,name,"faith",
Samuel Benade,name,"faith",
Samuel Benade,name,"contented",
Samuel Benade,name,"faithful",
Samuel Benade,name,"Adore",
Samuel Benade,name,"despis'd",
Samuel Benade,name,"deepest abase ment",
Samuel Benade,name,"adoring",
Samuel Benade,name,"faith",
Samuel Benade,name,"excite",
Samuel Benade,name,"irresistible desire",
Samuel Benade,name,"glad",
Samuel Benade,name,"frustrated",
Samuel Benade,name,"confusion",
Samuel Benade,name,"frustrated",
Samuel Benade,name,"feared",
Samuel Benade,name,"enjoy",
Samuel Benade,name,"blessed",
Samuel Benade,name,"devotedness",
Samuel Benade,name,"fervently",
Samuel Benade,name,"distresses",
Samuel Benade,name,"desire",
Samuel Benade,name,"Bless",
Samuel Benade,name,"Bless",
Samuel Benade,name,"Bless",
Samuel Benade,name,"Bless",
Samuel Benade,name,"dear",
Samuel Benade,name,"Bless",
Samuel Benade,name,"blessing",
Samuel Benade,name,"dear",
Samuel Benade,name,"great faithfulness",
Samuel Benade,name,"concerns",
Samuel Benade,placeName,"Gracehill",#mlpla000040
Samuel Benade,name,"enjoy",
Samuel Benade,name,"comfort",
Samuel Benade,name,"enjoying",
Samuel Benade,name,"complaint",
Samuel Benade,name,"comfort",
Samuel Benade,name,"consolation",
Samuel Benade,name,"ease",
Samuel Benade,name,"enjoy",
Samuel Benade,name,"comfort",
Samuel Benade,name,"unshaken confidence",
Samuel Benade,name,"blessing",
Samuel Benade,name,"e fell asleep in Jesus without a sigh or a groan, or even a motion of hand or foot",
Samuel Benade,name,"most faithful",
Samuel Benade,name,"inde fatigable",
Samuel Benade,name,"blessed",
Samuel Benade,name,"Sincerely attached",
Samuel Benade,name,"enjoyed",
Samuel Benade,name,"truly delightful",
Samuel Benade,name,"so cheerful",
Samuel Benade,name,"contented",
Samuel Benade,name,"most confident",
